Slug,Link
novena-aos-beatos-inacio-de-azevedo-e-companheiros,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-beatos_inacio_de_azevedo_e_companheiros.json
novena-aos-pastorinhos-jacinta-e-francisco,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-pastorinhos-francisco-jacinta.json
novena-aos-santos-arcanjos,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-stos-arcanjos.json
novena-consoladora-a-sao-rafael-arcanjo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-rafael-arcanjo.json
novena-da-divina-misericordia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-divina_miseric%C3%B3rdia.json
novena-da-epifania-do-senhor,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-epifania_do_senhor.json
novena-da-exaltacao-da-santa-cruz,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-exaltacao_da_santa_cruz.json
novena-da-graca-de-sao-francisco-xavier,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-gra%C3%A7a-s-francisco-xavier.json
novena-da-natividade-de-nossa-senhora,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_da_natividade_de_nossa_senhora.json
novena-da-purificacao-de-nossa-senhora,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-nossa_senhora_da_purifica%C3%A7%C3%A3o.json
novena-das-rosas-de-santa-teresinha,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_das_rosas_santa_teresinha.json
novena-de-agradecimento-a-nossa-senhora-de-pompeia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-ns-pompeia-agradecimento.json
novena-de-natal-com-meditacoes-de-sao-leao-magno,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_de_natal.json
novena-de-natal-de-santo-andre,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-natal-st-andre.json
novena-de-nossa-senhora-da-assuncao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-nossa_senhora_da_assun%C3%A7%C3%A3o.json
novena-de-pentecostes,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-pentecostes.json
novena-de-suplica-a-nossa-senhora-de-pompeia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-ns-pompeia-suplica.json
novena-pelas-almas-do-purgatorio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-almas_do_purgat%C3%B3rio.json
novena-vocacional-a-rainha-dos-apostolos,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-rainha-dos-apostolos.json
o-boa-cruz,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fo-boa-cruz.json?alt=media&token=757bc7f7-65ea-4194-ab72-021d3c238114
o-hostia-santa,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-o-hsotia-santa.json?alt=media&token=328c4be9-2783-45f0-9eb7-b2504e743647
o-salutaris-hostia,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fo-salutaris-hostia.json?alt=media&token=9f4c419d-a090-4dd2-bdc8-568334ccfbb9
oferecimento-do-dia,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foferecimento-do-dia.json?alt=media&token=1da22c95-7bff-4f53-8a9b-31d6ba3c1770
oferta-diaria-ao-espirito-santo-beata-elena-guerra,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foferta-diaria-ao-espirito-santo.json?alt=media&token=05ca420f-b3d7-441c-a6a7-fe06c1b8d32a
oficio-da-paixao-de-nosso-senhor,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/of%C3%ADcio_da_paix%C3%A3o_de_nosso_senhor.json
oficio-das-benditas-almas-do-purgatorio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/of%C3%ADcio_das_benditas_almas_do_purgat%C3%B3rio.json
oficio-das-trevas,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/of%C3%ADcio_das_trevas.json
oficio-de-nossa-senhora,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/of%C3%ADcio_de_nossa_senhora.json
oficio-glorioso-de-sao-jose,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/oficio-s-jose.json
olhai-senhor-do-vosso-santuario,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Folhai-senhor-do-vosso-santuario.json?alt=media&token=7fdbac64-f34d-484f-a260-3d2cef2dd67a
oracao-a-imaculada-conceicao-pelo-app-oratio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/ora%C3%A7%C3%A3o_%C3%A0_imaculada_concei%C3%A7%C3%A3o_pelo_app_oratio.json
oracao-a-jesus-crucificado,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fa-jesus-crucificado.json?alt=media&token=7bae3607-653b-4bff-898d-5ae0d4f113da
oracao-a-jesus-crucificado-em-sufragio-das-almas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Foracao-jesus-crucificado.json?alt=media&token=c54a06b5-82e6-4c54-928c-79f43f027a28
oracao-a-jesus-sao-luis-de-montfort,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-a-jesus-s-luis-montfort.json?alt=media&token=7dfac2e6-8bc4-4fbf-a2be-1eaf4cc0e98d
oracao-a-nossa-senhora-de-montligeon-pelas-almas-abandonadas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Fns-montligeon-pelas-almas.json?alt=media&token=b5877116-e6be-4611-90cb-d0bdcc7b707f
oracao-a-santa-cruz-pelas-almas,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Foracao-sta-cruz-pelas-almas.json?alt=media&token=3f93cf32-91cd-4883-b8ca-db337c8af213
oracao-a-sao-jose-para-antes-do-trabalho,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-s-jose-antes-do-trabalho.json?alt=media&token=aedd6695-f32f-42e5-aaba-2701569dcd44
oracao-a-sao-jose-pela-igreja-papa-leao-xiii,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-s-jose-pela-igreja.json?alt=media&token=ab7c757f-5f00-4153-91d6-fcf8c6b491c3
oracao-a-sao-jose-pelas-almas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fsao-jose-pelas-almas.json?alt=media&token=6cacf331-70d9-48cf-a147-94bec3584742
oracao-a-sao-miguel-arcanjo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/ora%C3%A7%C3%A3o_a_s%C3%A3o_miguel_arcanjo.json
oracao-ao-espirito-santo,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-ao-espirito-santo.json?alt=media&token=74975a04-e231-4d5c-9bd6-42e2d396bd34
oracao-contra-maus-pensamentos,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-contra-maus-pensamentos.json?alt=media&token=cbdf5421-9d95-4a49-be68-4129c4313b79
oracao-da-medalha-de-sao-bento,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fmedalha-de-s-bento.json?alt=media&token=695a1e46-9b88-45a2-8db4-7b9eab9a94c5
oracao-da-medalha-milagrosa,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-da-medalha-milagrosa.json?alt=media&token=d0640463-faf3-4f17-9671-23ff5c4d4a73
oracao-de-sao-nicolau-de-tolentino-pelas-almas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Foracao-de-s-nicolau-de-tolentino-pelas-almas.json?alt=media&token=4f4c021b-daa6-45a8-ae1f-9373b69f0a6e
oracao-para-alcancar-a-salvacao-santo-agostinho,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-para-alcancar-a-propria-salvacao.json?alt=media&token=36801a38-f6c6-4995-bab1-193590921825
oracao-para-antes-de-comungar,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-antes-de-comungar.json?alt=media&token=ae41ce59-2567-46cc-9988-8a16ef10da1d
oracao-para-antes-de-estudar-santo-tomas-de-aquino,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-antes-de-estudar.json?alt=media&token=821b784c-3a70-4bdc-90fa-6fc67957200f
oracao-para-libertar-mil-almas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Foracao-sta-gertrudes-pelas-almas.json?alt=media&token=cc6220bd-cfe9-4a4c-9072-b9c924886d34
oracao-para-libertar-uma-alma-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Foracao-para-libertar-uma-alma-purgatorio.json?alt=media&token=a2b04842-efa5-4de8-a54b-886db7434b9f
oracao-para-o-periodo-de-sede-vacante,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/oracao-para-sede-vacante.json
oracao-para-pedir-a-caridade-santo-afonso-de-ligorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-para-pedir-a-caridade.json?alt=media&token=68e5f905-0ff2-4964-883d-978b8b18fa50
oracao-para-pedir-a-pureza,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-para-pedir-a-pureza.json?alt=media&token=900a6288-a853-4f14-b2fa-17945580cee6
oracao-para-pedir-os-7-dons-do-espirito-santo,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fpara-pedir-o-7-dons-do-espirito-santo.json?alt=media&token=33f87cb8-b20f-4b60-9983-6466cdd5183b
oracao-pela-paz-da-igreja,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pela-paz-da-igreja.json?alt=media&token=c705039b-1131-437e-94dd-5952eeb3bddf
oracao-pelas-almas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Foracao-pelas-almas-do-purgatorio.json?alt=media&token=573a8045-c901-4c29-b2e4-a07ec9633e71
oracao-pelo-dom-das-lagrimas,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelo-dom-das-lagrimas.json?alt=media&token=54c82f7e-64e5-4f8a-8ed8-93d9ca3f88e1
oracao-pelo-papa-leao-xiv,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/oracao-papa-leao-xiv.json
oracao-pelo-perdao-dos-pecados,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelo-perdao-dos-pecados.json?alt=media&token=2d98de64-8cba-48e6-814b-56bcc5ede08c
oracao-pelos-agonizantes,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelos-agonoizantes.json?alt=media&token=0e6addc0-4c60-4777-84bd-7a0c01de1837
oracao-pelos-fieis-defuntos,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelos-fieis-defuntos.json?alt=media&token=918f30b8-0b79-44ac-80cd-f138e34e0da2
oracao-pelos-pais,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelos-pais.json?alt=media&token=e0079c6c-cf9a-43cc-a941-66ecb7fd7b7b
oracao-pelos-pecadores,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelos-pecadores.json?alt=media&token=345266df-1291-4697-985b-5556132898a3
oracao-pelos-sacerdotes-santa-teresinha,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelos-sacerdotes-st-teresinha.json?alt=media&token=095e2141-d51a-40ad-9ce9-db0df3b7a817
oracao-universal-papa-clemente-xi,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Foracao-universal-clemente-xi.json?alt=media&token=c57db1dc-71ec-4c46-887a-9fbc597c82f1
oracoes-ao-acordar,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/ora%C3%A7%C3%B5es_da_manha.json
oracoes-de-fatima,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-da-fatima.json?alt=media&token=3183b6ab-8273-4dc9-b54a-6db6871821a0
oracoes-do-anjo-de-portugal,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-do-anjo-de-portugal.json?alt=media&token=1722d67f-3756-4cbc-bf45-e09b62d8b105
oracoes-para-a-santa-missa,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/oracoes-antes-depois-missa.json
oracoes-para-antes-de-dormir,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/ora%C3%A7%C3%B5es_da_noite.json
oracoes-para-antes-e-depois-das-refeicoes,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracoes-antes-e-depois-das-refeicoes.json?alt=media&token=1b723bdf-df1c-423c-8b77-9716cee76786
oracoes-para-depois-da-confissao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/oracoes-depois-confissao.json
oracoes-para-pedir-a-paciencia,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-para-pedir-a-paciencia.json?alt=media&token=d65d8a88-acb0-4fc0-ba99-07db93cedd60
oracoes-pela-alma-do-papa-francisco,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/pela-alma-do-papa-francisco.json
oracoes-pela-graca-da-boa-morte,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pela-graca-de-uma-boa-morte.json?alt=media&token=6d516427-bab9-4f06-a2d5-cf765b52e024
oracoes-pela-unidade-da-igreja,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pela-unidade-da-igreja.json?alt=media&token=03efbd7b-a372-44b9-8e5b-cc8d748aba21
oracoes-pelos-doentes,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-pelos-doentes.json?alt=media&token=3e607937-81f9-42b0-a370-2e0faee84b7f
pai-nosso,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/pai_nosso.json
pai-nosso-pelas-almas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Fpai-nosso-pelas-almas.json?alt=media&token=8a7c19cc-96cd-4fdc-a637-d4fd4425609b
pange-lingua,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fpange-lingua.json?alt=media&token=f89b87e2-9b03-4905-9c90-49140d15ee81
quaresma-de-santa-filomena,https://cdn.oratioapp.com.br/content/oracoes/quaresmas/santa-filomena.json
quaresma-de-sao-miguel-arcanjo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/quaresma-sao-miguel-arcanjo.json
regina-caeli,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Fregina-caeli.json?alt=media&token=e62a6052-339e-4479-b8d9-926f768db31c
relogio-da-paixao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/relogio_da_paixao.json
rosario-de-deus-pai,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FTer%C3%A7os%20e%20Coroas%2Frosario-deus-pai.json?alt=media&token=e4d319a5-8acd-4d25-85de-cbf6720a72cb
salve-rainha,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/salve_rainha.json
salve-rainha-pelos-mortos,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Fsalve-rainha-pelas-almas.json?alt=media&token=577674b7-aa10-439d-8afd-2d58bdb1e9cf
santa-maria-socorrei,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fsanta-maria-socorrei.json?alt=media&token=184aed7b-b3d5-45f8-b560-5016e3c6267a
santo-anjo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/santo_anjo.json
santo-anjo-amparo-de-minhalma,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fsanto-anjo-amparo-de-minh-alma.json?alt=media&token=36cd2850-fb6b-4ec6-bdb1-20b0e8677bf2
santo-santo-santo,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fsanto-santo-santo-oracao.json?alt=media&token=c9ddbfbc-f191-4a3c-930e-20e3ea948478
sao-jose-pai-e-protetor-das-virgens,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fsao-jose-pai-e-protetor-das-virgens.json?alt=media&token=5dda64e6-f4fe-4723-9ae0-4cac8270df82
sinal-da-cruz,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/sinal_da_cruz.json
suplica-a-santissima-virgem-pelas-almas-do-purgatorio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Fsuplica-ns-pelas-almas.json?alt=media&token=f5ce94aa-d350-44db-b211-995daa870f91
te-deum,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-te-deum.json?alt=media&token=3404e57e-1808-435d-b51f-8c55626a9314
terco-da-imaculada-conceicao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco-imaculada-conceicao.json
terco-da-misericordia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco_da_divina_misericordia.json
terco-da-sagrada-face,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco-sagrada-face.json
terco-da-sagrada-familia-de-nazare,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco-sagrada-familia.json
terco-de-sao-jose,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco-sao-jose-meditacao.json
terco-de-sao-miguel-arcanjo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco_de_sao_miguel_arcanjo.json
terco-do-preciosissimo-sangue-de-jesus,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco_do_preciossimo_sangue_de_jesus.json
terco-pelas-almas-do-purgatorio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/terco-almas-do-purgatorio.json
tomai-senhor-e-recebei-santo-inacio-de-loyola,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Foracao-tomai-senhor-e-recebei.json?alt=media&token=0e5dad66-67be-4590-bee8-5827ad16b563
trezena-a-santo-antonio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/trezena-santo-antonio-de-padua.json
trintena-a-sao-jose,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/trintena-s-jose.json
vem-espirito-santo-papa-pio-xii,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Fvem-espirito-santo.json?alt=media&token=aa221a56-5035-408d-9a5f-bae21caaa37b
veni-creator-spiritus,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2Fveni-creator-spiritus.json?alt=media&token=a58b3706-de02-44c4-bb27-ee2d173e9984
via-sacra,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/via_sacra.json
vinde-espirito-santo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/vinde_esp%C3%ADrito_santo.json
