slug,Imagem
novena-de-suplica-a-nossa-senhora-de-pompeia,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ns-pomp-ia-s-plica-20250205-114047-0012_orig.png
novena-pelas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/almas-do-purgat-rio-20240925-225213-0015_orig.png
novena-vocacional-a-rainha-dos-apostolos,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/vocacional-rainha-dos-ap-stolos-20250404-124530-0044_orig.png
o-boa-cruz,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/boa-cruz-20250627-154334-0003_orig.png
o-hostia-santa,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/h-stia-santo-20250627-154339-0032_orig.png
o-salutaris-hostia,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/o-salutaris-hostia-20250627-154335-0009_orig.png
oferecimento-do-dia,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/oferecimento-da-cruz-20250627-154334-0004_orig.png
oferta-diaria-ao-espirito-santo-beata-elena-guerra,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/oferta-di-ria-ao-espirito-santo-bta-elena-guerra-20250627-153247-0006_orig.png
oficio-da-paixao-de-nosso-senhor,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/of-cio-da-paix-o-20241129-161103-0003_orig.png
oficio-das-benditas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/of-cio-das-almas-20241129-161103-0001_orig.png
oficio-das-trevas,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/of-cio-das-trevas-20241129-161103-0002_orig.png
oficio-de-nossa-senhora,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/of-cio-de-nossa-senhora-20241129-161102-0000_orig.png
oficio-glorioso-de-sao-jose,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/of-cio-s-jos-20250205-114048-0017_orig.png
olhai-senhor-do-vosso-santuario,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/olhai-senhor-do-vosso-santu-rio-20250627-154334-0005_orig.png
oracao-a-imaculada-conceicao-pelo-app-oratio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/capa-ora-es-extraordin-rias-20251208-004654-0000_orig.png
oracao-a-jesus-crucificado,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-a-jesus-crucificado-20250627-153247-0011_orig.png
oracao-a-jesus-crucificado-em-sufragio-das-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-a-jesus-crucificado-pelas-almas-20250516-011300-0007_orig.png
oracao-a-jesus-sao-luis-de-montfort,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-a-jesus-s-lu-s-de-montfort-20250627-153247-0008_orig.png
oracao-a-nossa-senhora-de-montligeon-pelas-almas-abandonadas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-a-ns-de-montligeon-pelas-almas-abandonadas-20250516-011300-0006_orig.png
oracao-a-santa-cruz-pelas-almas,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-a-sta-cruz-pelas-almas-20250516-011301-0008_orig.png
oracao-a-sao-jose-para-antes-do-trabalho,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-a-s-o-jos-para-antes-do-trabalho-20250627-153249-0017.png
oracao-a-sao-jose-pela-igreja-papa-leao-xiii,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-a-s-jos-pela-igreja-20250627-153248-0016_orig.png
oracao-a-sao-jose-pelas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/s-jos-pelas-almas-20250627-153245-0000_orig.png
oracao-a-sao-miguel-arcanjo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/s-o-miguel-20241203-011544-0017_orig.png
oracao-ao-espirito-santo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ao-espirito-santo-20250627-153246-0001_orig.png
oracao-contra-maus-pensamentos,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-contra-maus-pensamentos-20250627-153250-0029_orig.png
oracao-da-medalha-de-sao-bento,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/medalha-de-s-o-bento-20250627-154334-0002_orig.png
oracao-da-medalha-milagrosa,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-da-medalha-milagrosa-20250627-154335-0006_orig.png
oracao-de-sao-nicolau-de-tolentino-pelas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-de-s-o-nicolau-de-tolentino-pelas-almas-20250516-011301-0010_orig.png
oracao-para-alcancar-a-salvacao-santo-agostinho,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-para-alcan-ar-a-salva-o-sto-agostinho-20250627-154337-0016_orig.png
oracao-para-antes-de-comungar,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/antes-de-comungar-20250627-174826-0000.png
oracao-para-antes-de-estudar-santo-tomas-de-aquino,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-para-antes-de-estudar-sto-tom-s-de-aquino-20250627-153248-0014_orig.png
oracao-para-libertar-mil-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-para-libertar-mil-almas-20250516-011301-0011_orig.png
oracao-para-libertar-uma-alma-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-para-libertar-uma-alma-do-purgat-rio-20250516-011302-0015_orig.png
oracao-para-o-periodo-de-sede-vacante,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/2-20250421-182556-0001_orig.png
oracao-para-pedir-a-caridade-santo-afonso-de-ligorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-para-pedir-a-caridade-sto-afonso-de-lig-rio-20250627-154335-0011_orig.png
oracao-para-pedir-a-pureza,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-para-pedir-a-pureza-20250627-154336-0013_orig.png
oracao-para-pedir-os-7-dons-do-espirito-santo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/para-pedir-os-7-dons-do-espirito-santo-20250627-153246-0004_orig.png
oracao-pela-paz-da-igreja,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pela-paz-da-igreja-20250627-154337-0015_orig.png
oracao-pelas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelas-almas-do-purgat-rio-20250516-011301-0009_orig.png
oracao-pelo-dom-das-lagrimas,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelo-dom-das-l-grimas-20250627-154337-0018_orig.png
oracao-pelo-papa-leao-xiv,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/capa-ora-es-extraordin-rias-20250508-231242-0000_orig.png
oracao-pelo-perdao-dos-pecados,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelo-perd-o-dos-pecados-20250627-154337-0019_orig.png
oracao-pelos-agonizantes,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelos-agonizantes-20250627-154337-0020_orig.png
oracao-pelos-fieis-defuntos,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/pelos-fi-is-defuntos-20250627-174826-0001.png
oracao-pelos-pais,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelos-pais-20250627-154338-0022_orig.png
oracao-pelos-pecadores,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelos-pecadores-20250627-154338-0023_orig.png
oracao-pelos-sacerdotes-santa-teresinha,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelos-sacerdotes-sta-teresinha-20250627-154338-0024_orig.png
oracao-universal-papa-clemente-xi,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-universal-clemente-xi-20250516-011304-0024_orig.png
oracoes-ao-acordar,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-da-manh-20240824-203947-0000_orig.png
oracoes-de-fatima,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-de-f-tima-20250627-154335-0007_orig.png
oracoes-do-anjo-de-portugal,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-do-anjo-de-portugal-20250627-154335-0008_orig.png
oracoes-para-a-santa-missa,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-para-a-missa-20250206-235403-0002_orig.png
oracoes-para-antes-de-dormir,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-da-noite-20240824-203947-0001_orig.png
oracoes-para-antes-e-depois-das-refeicoes,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-para-antes-e-depois-das-refei-es-20250627-153250-0025_orig.png
oracoes-para-depois-da-confissao,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/depois-da-confiss-o-20250207-013941-0000_orig.png
oracoes-para-pedir-a-paciencia,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-para-pedir-a-paci-ncia-20250627-154335-0012_orig.png
oracoes-pela-alma-do-papa-francisco,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/1-20250421-182555-0000_orig.png
oracoes-pela-graca-da-boa-morte,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-pela-gra-a-de-uma-boa-morte-20250627-154336-0014_orig.png
oracoes-pela-unidade-da-igreja,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-pela-unidade-da-igreja-20250627-154337-0017_orig.png
oracoes-pelos-doentes,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-o-pelos-doentes-20250627-154337-0021_orig.png
pai-nosso,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/pai-nosso-20241203-011542-0004_orig.png
pai-nosso-pelas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/pai-nosso-pelas-almas-20250516-011302-0014_orig.png
pange-lingua,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/pange-lingua-20250627-154335-0010_orig.png
quaresma-de-sao-miguel-arcanjo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/quaresma-de-s-o-miguel-20240925-225213-0016_orig.png
regina-caeli,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/regina-caeli-20250516-011304-0021_orig.png
relogio-da-paixao,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/1-20260309-220031-0000_orig.png
rosario-de-deus-pai,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ros-rio-de-deus-pai-20250516-011304-0023_orig.png
salve-rainha,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/salve-rainha-20241203-011543-0009_orig.png
salve-rainha-pelos-mortos,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/salve-rainha-pelos-mortos-20250516-011301-0012_orig.png
santa-maria-socorrei,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/santa-maria-socorrei-20250627-154338-0025_orig.png
santo-anjo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/santo-anjo-20241203-011544-0016_orig.png
santo-anjo-amparo-de-minhalma,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/santo-anjo-amparo-de-minh-alma-20250627-154338-0026_orig.png
santo-santo-santo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/santo-santo-santo-20250627-154338-0027_orig.png
sao-jose-pai-e-protetor-das-virgens,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/s-o-jos-pai-e-protetor-das-virgens-20250627-154339-0028_orig.png
sinal-da-cruz,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/sinal-da-cruz-20241203-011542-0003_orig.png
suplica-a-santissima-virgem-pelas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/s-plica-a-ns-pelas-almas-20250516-011300-0005_orig.png
te-deum,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/te-deum-20250627-154339-0030_orig.png
terco-da-imaculada-conceicao,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/imaculada-concei-o-20241203-011541-0001_orig.png
terco-da-misericordia,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/divina-miseric-rdia-20241127-003228-0009_orig.png
terco-da-sagrada-face,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ora-es-de-sacramentos-20250228-140709-0000_orig.png
terco-da-sagrada-familia-de-nazare,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/c-pia-de-capa-ter-os-e-comuns-20241218-160210-0000_orig.png
terco-de-sao-jose,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/s-o-jos-20241203-011542-0002_orig.png
terco-de-sao-miguel-arcanjo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ter-o-de-s-o-miguel-20241129-161103-0004_orig.png
terco-do-preciosissimo-sangue-de-jesus,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/ter-o-do-precios-ssimo-sangue-20241129-161103-0005_orig.png
terco-pelas-almas-do-purgatorio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/almas-do-purgat-rio-20241203-011541-0000_orig.png
tomai-senhor-e-recebei-santo-inacio-de-loyola,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/tomai-senhor-e-recebei-sto-in-cio-de-loyola-20250627-154339-0031_orig.png
trezena-a-santo-antonio,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/trezena-de-santo-ant-nio-20241129-161103-0006_orig.png
trintena-a-sao-jose,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/s-jos-trintena-20250205-114045-0003_orig.png
vem-espirito-santo-papa-pio-xii,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/vem-espirito-santo-papa-pio-xii-20250627-153246-0002_orig.png
veni-creator-spiritus,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/veni-creator-spiritus-20250516-011304-0025_orig.png
via-sacra,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/via-sacra-20240824-203948-0007_orig.png
vinde-espirito-santo,https://imcimage.weebly.com/uploads/1/4/4/8/144864775/vinde-esp-rito-santo-20241203-011543-0010_orig.png
